"event","experiment time","system time","system time text"
"START",0.000000000E0,1686581911.194,"2023-06-12 16:58:31.194 UTC+02:00"
"PAUSE",5.442028587E1,1686581965.614,"2023-06-12 16:59:25.614 UTC+02:00"
