"event","experiment time","system time","system time text"
"START",0.000000000E0,1686820104.911,"2023-06-15 11:08:24.911 UTC+02:00"
"PAUSE",3.791353445E1,1686820142.825,"2023-06-15 11:09:02.825 UTC+02:00"
