"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686077778210703E9,"2023-06-06 20:56:18.211 UTC+02:00"
"PAUSE",5.071809266666242E1,1.686077828931774E9,"2023-06-06 20:57:08.932 UTC+02:00"
