"event","experiment time","system time","system time text"
"START",0.000000000E0,1686581590.965,"2023-06-12 16:53:10.965 UTC+02:00"
"PAUSE",5.709093920E1,1686581648.056,"2023-06-12 16:54:08.056 UTC+02:00"
