"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.515841000E-3,-3.130682046E-3,1.811977625E-1,-1.107192412E-1
1.236657000E-2,-5.138900131E-2,2.306778133E-1,-1.375972927E-1
1.721729900E-2,-1.075885594E-1,2.917642891E-1,-1.736383140E-1
2.206808100E-2,-1.735619605E-1,3.534616232E-1,-2.182314396E-1
2.691881000E-2,-2.407570779E-1,4.212676287E-1,-2.640463114E-1
3.176953900E-2,-3.024544120E-1,5.006800294E-1,-2.976438701E-1
3.662026800E-2,-3.525453210E-1,5.886445642E-1,-3.135263622E-1
4.147099700E-2,-3.879754841E-1,6.650026441E-1,-3.068068326E-1
4.632172700E-2,-4.026362598E-1,7.321978211E-1,-2.768744528E-1
5.117245600E-2,-4.050796926E-1,8.164971471E-1,-2.451094985E-1
5.602318500E-2,-3.885863721E-1,8.781944513E-1,-2.035706937E-1
6.087391400E-2,-3.488801420E-1,8.714749813E-1,-1.467602700E-1
6.572464300E-2,-2.994000912E-1,7.963386178E-1,-8.506292105E-2
7.057537200E-2,-2.706894577E-1,6.949350238E-1,-3.191768378E-2
7.542610200E-2,-2.767980993E-1,5.629882812E-1,6.566796452E-3
8.027683100E-2,-3.006218374E-1,4.169915617E-1,4.810560122E-2
8.512756000E-2,-3.519344628E-1,3.192532063E-1,7.315105945E-2
8.997828900E-2,-4.179078639E-1,2.899316847E-1,8.292489499E-2
9.482901800E-2,-4.820486605E-1,3.045924604E-1,8.842267841E-2
9.967974700E-2,-5.406916738E-1,3.210858107E-1,9.330959618E-2
1.045304770E-1,-5.962803960E-1,3.369682729E-1,9.636391699E-2
1.093812060E-1,-6.555342674E-1,3.577376902E-1,9.819651395E-2
1.142319350E-1,-7.153990269E-1,3.736201823E-1,9.697478265E-2
1.190827160E-1,-7.758746147E-1,3.827831447E-1,9.392046183E-2
1.239334450E-1,-8.284090161E-1,3.846157491E-1,9.086613357E-2
1.287841740E-1,-8.711695075E-1,3.559050858E-1,9.269873053E-2
1.336349040E-1,-9.065997005E-1,3.345248103E-1,9.086613357E-2
1.384856330E-1,-9.432515502E-1,3.656789362E-1,7.376192510E-2
1.433363620E-1,-9.811251760E-1,4.114937782E-1,4.444041103E-2
1.481870910E-1,-1.007392406E0,4.377609789E-1,1.206457894E-2
1.530378200E-1,-1.014111876E0,4.621955752E-1,-2.336557768E-2
1.578885490E-1,-9.982293844E-1,4.744128585E-1,-6.185005978E-2
1.627392790E-1,-9.713513851E-1,4.353175163E-1,-1.021671370E-1
1.675900080E-1,-9.304234385E-1,3.430769444E-1,-1.424842030E-1
1.724407370E-1,-8.723912835E-1,2.398407906E-1,-1.779143661E-1
1.772914660E-1,-8.161917329E-1,1.341611743E-1,-2.133445293E-1
1.821421950E-1,-7.538834810E-1,2.970330045E-2,-2.396117151E-1
1.869929240E-1,-6.927970052E-1,-6.375901401E-2,-2.597702444E-1
1.918436540E-1,-6.408734918E-1,-1.303432733E-1,-2.768744528E-1
1.966943830E-1,-5.987238288E-1,-1.737146676E-1,-2.903134823E-1
2.015451120E-1,-5.645154119E-1,-1.877645552E-1,-2.988655865E-1
2.063958410E-1,-5.370265245E-1,-1.779907197E-1,-3.031416535E-1
2.112465700E-1,-5.089266896E-1,-1.474474818E-1,-3.013090491E-1
2.160972990E-1,-4.875464439E-1,-1.083521396E-1,-2.988655865E-1
2.209480290E-1,-4.741074145E-1,-5.826122686E-2,-2.976438701E-1
