"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.093953133E-3,5.322865208E1,1.040449892E1,3.248744774E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.051294804E-2,5.322865503E1,1.040446899E1,3.247439384E1,-1.000000000E0,-1.000000000E0,5.500000000E1,5.500000000E1
1.051294804E-2,5.322865589E1,1.040446018E1,3.246914101E1,-1.000000000E0,-1.000000000E0,5.500000000E1,5.500000000E1
4.442390203E-1,5.322864984E1,1.040449355E1,3.248288727E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
6.458221912E0,5.322865528E1,1.040445665E1,3.257728195E1,-1.000000000E0,-1.000000000E0,5.500000000E1,5.500000000E1
6.893155932E0,5.322864507E1,1.040451610E1,3.266827393E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.552980793E1,5.322864922E1,1.040449250E1,3.283621979E1,-1.000000000E0,-1.000000000E0,3.830818662E1,3.830818662E1
2.445710492E1,5.322847468E1,1.040421788E1,3.293335533E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.047008193E1,5.322852877E1,1.040428370E1,3.298511887E1,-1.000000000E0,-1.000000000E0,4.160736301E1,4.160736301E1
3.091566801E1,5.322857568E1,1.040434492E1,3.300489998E1,-1.000000000E0,-1.000000000E0,4.165413513E1,4.165413513E1
3.212566400E1,5.322860642E1,1.040438467E1,3.301658630E1,-1.000000000E0,-1.000000000E0,4.201540136E1,4.201540136E1
3.269287801E1,5.322836468E1,1.040424487E1,3.297181702E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.903651798E1,5.322848797E1,1.040433333E1,3.300145340E1,-1.000000000E0,-1.000000000E0,4.724393228E1,4.724393228E1
3.948812997E1,5.322841554E1,1.040428713E1,3.287748337E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
4.070683300E1,5.322839732E1,1.040427551E1,3.279841805E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
4.920302999E1,5.322847962E1,1.040433135E1,3.271532822E1,-1.000000000E0,-1.000000000E0,3.719634743E1,3.719634743E1
5.522113895E1,5.322855625E1,1.040438328E1,3.265979385E1,-1.000000000E0,-1.000000000E0,4.395748080E1,4.395748080E1
6.130391991E1,5.322859624E1,1.040441036E1,3.280561256E1,-1.000000000E0,-1.000000000E0,4.468013051E1,4.468013051E1
6.707009399E1,5.322845786E1,1.040466629E1,3.493537140E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
6.835284197E1,5.322838602E1,1.040461188E1,3.460536957E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
