"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.117587884E0,5.322830120E1,1.040192160E1,3.684160998E1,0.000000000E0,0.000000000E0,3.537300110E1,1.000000000E0
5.105757150E0,5.322826466E1,1.040205349E1,2.535360257E1,0.000000000E0,0.000000000E0,8.000000000E0,1.184210682E1
6.112851957E0,5.322820765E1,1.040200648E1,2.561539153E1,0.000000000E0,0.000000000E0,6.000000000E0,8.857884407E0
7.100270225E0,5.322822599E1,1.040202852E1,2.795356887E1,0.000000000E0,0.000000000E0,8.000000000E0,1.180367470E1
8.121856186E0,5.322823666E1,1.040203814E1,2.853065639E1,0.000000000E0,0.000000000E0,1.200000000E1,2.063042068E1
9.129278570E0,5.322824565E1,1.040205696E1,3.712238621E1,9.881013632E-1,2.743268013E0,1.200000000E1,1.483408546E1
1.013217642E1,5.322824907E1,1.040206029E1,3.985511426E1,8.856392503E-1,3.982165575E0,1.200000000E1,1.130650616E1
1.114960576E1,5.322826247E1,1.040206686E1,4.191830888E1,8.473798633E-1,3.841314077E0,8.000000000E0,9.512067795E0
1.214466576E1,5.322827055E1,1.040206127E1,4.209292686E1,1.326114774E0,3.594829407E2,8.000000000E0,8.359113693E0
1.314607407E1,5.322828330E1,1.040205666E1,4.230135502E1,1.134975553E0,3.594866028E2,8.000000000E0,7.706427574E0
1.413942576E1,5.322829039E1,1.040205244E1,4.225970968E1,8.843129277E-1,3.531098938E2,8.000000000E0,7.216424465E0
1.513706726E1,5.322829892E1,1.040204827E1,4.212122031E1,9.165844321E-1,3.595341492E2,6.000000000E0,6.845220566E0
1.614469003E1,5.322830915E1,1.040204850E1,4.239588612E1,9.447506070E-1,1.411146832E1,6.000000000E0,6.481273651E0
1.713895472E1,5.322831955E1,1.040205291E1,4.257597608E1,9.111103415E-1,1.096977425E1,6.000000000E0,6.109746933E0
1.814061756E1,5.322833000E1,1.040205435E1,4.304589961E1,3.158492744E-1,9.744732857E0,6.000000000E0,5.788341522E0
1.914433733E1,5.322833508E1,1.040205714E1,4.343618562E1,9.050750732E-1,1.730086136E1,6.000000000E0,5.611151218E0
2.013829660E1,5.322834693E1,1.040206314E1,4.326352176E1,1.148251414E0,1.602108002E1,6.000000000E0,5.470800400E0
2.113981033E1,5.322835752E1,1.040206625E1,4.376575447E1,1.080533743E0,1.016716862E1,6.000000000E0,5.366478920E0
2.212824152E1,5.322836766E1,1.040206978E1,4.315101055E1,8.844271898E-1,8.933404922E0,6.000000000E0,5.243977070E0
2.314390952E1,5.322837493E1,1.040206967E1,4.290597863E1,7.508658171E-1,9.788649559E0,6.000000000E0,5.091980457E0
2.412569979E1,5.322837977E1,1.040206513E1,4.278702755E1,6.768741608E-1,4.343019962E0,6.000000000E0,4.956889153E0
2.514413798E1,5.322838501E1,1.040206027E1,4.226743798E1,4.639173150E-1,5.719274044E0,6.000000000E0,4.829957485E0
2.611426194E1,5.322838994E1,1.040205758E1,4.197834171E1,8.281280398E-1,7.270242214E0,6.000000000E0,4.727382660E0
2.712180483E1,5.322839573E1,1.040205726E1,4.200534206E1,5.796329975E-1,1.057956600E1,6.000000000E0,4.645112514E0
2.813039236E1,5.322840123E1,1.040205945E1,4.231464723E1,4.964225590E-1,2.102243614E1,6.000000000E0,4.542641640E0
2.913122552E1,5.322841173E1,1.040205975E1,4.171228326E1,5.035150647E-1,2.111052322E1,6.000000000E0,4.485704422E0
3.011927059E1,5.322841752E1,1.040205995E1,4.061867804E1,6.851006746E-1,2.219942665E1,6.000000000E0,4.452154636E0
3.113428632E1,5.322842731E1,1.040205788E1,4.039699805E1,3.698755801E-1,2.310520744E1,6.000000000E0,4.413653374E0
3.213704321E1,5.322842731E1,1.040205788E1,4.004461690E1,0.000000000E0,2.310520744E1,6.000000000E0,4.389767647E0
