"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685528649976908E9,"2023-05-31 12:24:09.977 UTC+02:00"
"PAUSE",4.622900745834340E1,1.685528696205476E9,"2023-05-31 12:24:56.205 UTC+02:00"
