"event","experiment time","system time","system time text"
"START",0.000000000E0,1685541390.710,"2023-05-31 15:56:30.710 UTC+02:00"
"PAUSE",9.968613189E1,1685541490.396,"2023-05-31 15:58:10.396 UTC+02:00"
