"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.954004288E-2,5.324884714E1,1.042209211E1,1.655454445E1,-1.000000000E0,-1.000000000E0,3.401607804E2,3.401607804E2
4.580440521E-1,5.324829224E1,1.042250773E1,2.218869972E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
4.120923758E0,5.324872950E1,1.042297722E1,2.010403681E1,1.394041181E-1,2.860222269E2,2.440638894E1,2.440638894E1
5.120925307E0,5.324875476E1,1.042303112E1,2.029925155E1,3.160338402E-1,9.544869806E1,2.015201249E1,2.015201249E1
6.070927382E0,5.324879417E1,1.042308197E1,2.047078673E1,1.132729411E0,9.382668072E1,1.621300110E1,1.621300110E1
7.020928860E0,5.324880663E1,1.042312319E1,2.060139185E1,2.540211916E0,9.371231036E1,1.304721644E1,1.304721644E1
7.992594600E0,5.324880825E1,1.042317478E1,2.082002579E1,2.868690014E0,9.443281681E1,1.083164503E1,1.083164503E1
8.992070317E0,5.324881787E1,1.042324455E1,2.091275155E1,2.868690014E0,8.461824653E1,9.576316841E0,9.576316841E0
9.992072701E0,5.324881902E1,1.042328669E1,2.083919006E1,3.139449835E0,8.829471758E1,8.698420605E0,8.698420605E0
1.099209368E1,5.324882007E1,1.042333452E1,2.078630862E1,3.238812685E0,8.374847792E1,8.268449260E0,8.268449260E0
1.199253488E1,5.324882198E1,1.042339171E1,2.086899930E1,3.389473200E0,8.344109590E1,7.967137878E0,7.967137878E0
1.299253690E1,5.324882880E1,1.042344141E1,2.100476437E1,3.389473200E0,8.240376285E1,7.541314877E0,7.541314877E0
1.399209082E1,5.324883282E1,1.042349172E1,2.100476534E1,3.389473200E0,8.240380316E1,7.541314877E0,7.541314877E0
1.499215519E1,5.324883566E1,1.042352814E1,2.137208268E1,3.065080643E0,8.367415167E1,1.508488065E1,1.508488065E1
1.599215758E1,5.324883548E1,1.042357608E1,2.155921017E1,3.065080643E0,8.575665525E1,7.300480530E0,7.300480530E0
1.699218392E1,5.324883416E1,1.042362838E1,2.172078680E1,3.077117205E0,8.762721331E1,1.071952997E1,1.071952997E1
1.799280882E1,5.324882744E1,1.042369838E1,2.187963295E1,3.472785473E0,9.400571093E1,1.257268146E1,1.257268146E1
1.899281025E1,5.324882779E1,1.042375701E1,2.221982132E1,3.472785473E0,9.202064822E1,1.023368654E1,1.023368654E1
1.999254453E1,5.324882580E1,1.042381847E1,2.251552255E1,3.472785473E0,8.994389903E1,9.871807461E0,9.871807461E0
2.099240673E1,5.324881710E1,1.042387737E1,2.263552538E1,3.546109438E0,9.373242621E1,6.978641353E0,6.978641353E0
2.199240804E1,5.324880430E1,1.042393004E1,2.271373474E1,3.262312889E0,9.725422636E1,6.821610133E0,6.821610133E0
2.299240983E1,5.324878125E1,1.042399386E1,2.305274227E1,3.429113150E0,1.026235028E2,7.072375203E0,7.072375203E0
2.399241161E1,5.324876747E1,1.042404917E1,2.313926694E1,3.429113150E0,1.052444007E2,8.388291510E0,8.388291510E0
2.499241376E1,5.324875889E1,1.042410506E1,2.325693548E1,3.453264475E0,1.015407214E2,7.649775345E0,7.649775345E0
2.599241543E1,5.324875882E1,1.042415670E1,2.363644652E1,3.359821081E0,9.623822049E1,7.115270393E0,7.115270393E0
2.699241674E1,5.324876168E1,1.042421534E1,2.372097698E1,3.359821081E0,9.118104802E1,1.117329501E1,1.117329501E1
2.799241877E1,5.324876465E1,1.042427493E1,2.379823868E1,3.300181389E0,9.018220670E1,1.119238732E1,1.119238732E1
