"event","experiment time","system time","system time text"
"START",0.000000000E0,1686053749.254,"2023-06-06 14:15:49.254 UTC+02:00"
"PAUSE",9.630654516E1,1686053845.560,"2023-06-06 14:17:25.560 UTC+02:00"
