"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.717808900E-2,-2.499964088E-1,-1.687514037E-2,-2.835176289E-1
2.202762000E-2,-2.432768941E-1,-8.956804872E-2,-2.444222718E-1
2.687715100E-2,-2.383899838E-1,-1.702021956E-1,-1.894444376E-1
3.172668200E-2,-2.328922004E-1,-2.532798052E-1,-1.240819097E-1
3.657621400E-2,-2.298378795E-1,-3.357465565E-1,-5.749764666E-2
4.142579700E-2,-2.243400961E-1,-4.133263826E-1,5.345066893E-4
4.627532800E-2,-2.151771188E-1,-4.841867089E-1,3.901898861E-2
5.112485900E-2,-1.986837685E-1,-5.526035428E-1,5.429060757E-2
5.597439100E-2,-1.754709035E-1,-6.197986603E-1,3.962985426E-2
6.082392200E-2,-1.455385387E-1,-6.827177405E-1,-4.352411721E-3
6.567345300E-2,-1.094975099E-1,-7.438042164E-1,-8.132137358E-2
7.052298400E-2,-7.345648855E-2,-8.103885055E-1,-1.906661689E-1
7.537251600E-2,-4.780016840E-2,-8.806379437E-1,-3.274998665E-1
8.022209900E-2,-3.741546720E-2,-9.637155533E-1,-4.771617651E-1
8.507163000E-2,-4.596757516E-2,-1.092607975E0,-6.170498133E-1
8.992116100E-2,-7.651081681E-2,-1.232496023E0,-7.569378018E-1
9.477069300E-2,-1.375972927E-1,-1.345506072E0,-9.029344916E-1
9.962022400E-2,-2.243400961E-1,-1.430416226E0,-1.042822480E0
1.044697550E-1,-3.281871080E-1,-1.492113590E0,-1.150945544E0
1.093193390E-1,-4.387536347E-1,-1.531208873E0,-1.221195102E0
1.141688700E-1,-5.560396910E-1,-1.555032611E0,-1.251738310E0
1.190184010E-1,-6.806560755E-1,-1.566639066E0,-1.250516534E0
1.238679320E-1,-8.071050644E-1,-1.560530424E0,-1.220584154E0
1.287174640E-1,-9.292780161E-1,-1.529987216E0,-1.166828036E0
1.335669950E-1,-1.033735871E0,-1.472565889E0,-1.094135165E0
1.384165260E-1,-1.116813540E0,-1.397429585E0,-1.007392406E0
1.432661090E-1,-1.179121733E0,-1.309465051E0,-9.200387001E-1
1.481156410E-1,-1.221271396E0,-1.250821948E0,-8.253546953E-1
1.529651720E-1,-1.240819097E0,-1.265482783E0,-7.294489145E-1
1.578147030E-1,-1.237764716E0,-1.337564826E0,-6.402626634E-1
1.626642340E-1,-1.210886717E0,-1.425529361E0,-5.626828074E-1
1.675137660E-1,-1.158352375E0,-1.511050344E0,-5.015963316E-1
1.723632970E-1,-1.085659385E0,-1.586797595E0,-4.600575268E-1
1.772128280E-1,-9.964731932E-1,-1.647884130E0,-4.386772811E-1
1.820624110E-1,-8.981239200E-1,-1.680259943E0,-4.417316020E-1
1.869119430E-1,-8.022181988E-1,-1.680870771E0,-4.686096311E-1
1.917614740E-1,-7.179188132E-1,-1.650938392E0,-5.180897117E-1
1.966110050E-1,-6.476693749E-1,-1.589851975E0,-5.852848291E-1
2.014605360E-1,-5.963567495E-1,-1.493946195E0,-6.604211926E-1
2.063100680E-1,-5.639809370E-1,-1.369940639E0,-7.367792726E-1
2.111595990E-1,-5.505418777E-1,-1.228830814E0,-8.039743900E-1
2.160091820E-1,-5.566505194E-1,-1.088331938E0,-8.522327542E-1
2.208587140E-1,-5.804742575E-1,-9.618829489E-1,-8.766673207E-1
2.257082450E-1,-6.177369952E-1,-8.562033176E-1,-8.815542459E-1
2.305577760E-1,-6.800451875E-1,-7.963386178E-1,-8.888846040E-1
2.354073070E-1,-8.071050644E-1,-5.752055645E-1,-8.949932456E-1
2.402568390E-1,-9.524909258E-1,-2.435059696E-1,-9.011018872E-1
2.451063700E-1,-1.031903386E0,-2.178496569E-1,-8.998801708E-1
2.498622550E-1,-1.060613990E0,-2.447277009E-1,-8.821650743E-1
2.546167340E-1,-1.069776893E0,-2.074649483E-1,-8.730021119E-1
