"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.867942700E-2,-1.612500000E1,-2.812500000E-1,-4.670625305E1
4.107671900E-2,-1.653750038E1,-6.375000477E-1,-4.578750229E1
5.107671900E-2,-1.696875000E1,-7.125000358E-1,-4.563750076E1
6.107671900E-2,-1.689375114E1,-7.875000238E-1,-4.533750153E1
7.107671900E-2,-1.674375153E1,-9.750000238E-1,-4.537500000E1
8.107671900E-2,-1.693125153E1,-1.087500095E0,-4.545000076E1
9.107671900E-2,-1.704375076E1,-1.331250072E0,-4.584375000E1
1.010767190E-1,-1.713750076E1,-1.500000000E0,-4.612500000E1
1.110767190E-1,-1.719375038E1,-1.818750024E0,-4.603125000E1
1.210767190E-1,-1.721250153E1,-2.175000191E0,-4.612500000E1
1.310767190E-1,-1.719375038E1,-2.568750143E0,-4.580625153E1
1.410767190E-1,-1.738125038E1,-2.887500048E0,-4.576875305E1
1.510767190E-1,-1.762500000E1,-3.112500191E0,-4.560000229E1
1.610767190E-1,-1.770000076E1,-3.393750191E0,-4.533750153E1
1.710767190E-1,-1.768125153E1,-3.450000048E0,-4.498125076E1
1.810767190E-1,-1.785000038E1,-3.787500143E0,-4.430625153E1
1.910767190E-1,-1.803750038E1,-3.937500238E0,-4.381875229E1
2.010767190E-1,-1.826250076E1,-4.106250286E0,-4.365000153E1
2.110767190E-1,-1.843125153E1,-4.237500191E0,-4.366875076E1
2.210767190E-1,-1.856250000E1,-4.518750191E0,-4.350000000E1
2.310767190E-1,-1.905000114E1,-4.743750095E0,-4.353750229E1
2.410767190E-1,-1.927500153E1,-4.875000000E0,-4.340625000E1
2.510767190E-1,-1.978125000E1,-5.287500381E0,-4.329375076E1
2.610767190E-1,-2.006250000E1,-5.512500286E0,-4.305000305E1
2.710767190E-1,-2.058750153E1,-5.831250191E0,-4.310625076E1
2.810767190E-1,-2.120625114E1,-5.868750095E0,-4.303125000E1
2.910767190E-1,-2.175000000E1,-6.037500381E0,-4.273125076E1
3.010767190E-1,-2.246250153E1,-6.056250095E0,-4.258125305E1
3.110767190E-1,-2.280000114E1,-6.112500191E0,-4.215000153E1
3.210767190E-1,-2.360625076E1,-6.243750095E0,-4.181250000E1
3.310767190E-1,-2.415000153E1,-6.187500477E0,-4.132500076E1
3.410767190E-1,-2.491875076E1,-6.150000095E0,-4.117500305E1
3.510767190E-1,-2.555625153E1,-6.075000286E0,-4.098750305E1
3.610767190E-1,-2.623125076E1,-6.187500477E0,-4.040625000E1
3.710767190E-1,-2.685000038E1,-6.225000381E0,-4.008750153E1
3.810767190E-1,-2.735625076E1,-6.187500477E0,-3.965625000E1
3.910767190E-1,-2.793750191E1,-6.337500095E0,-3.913125229E1
4.010767190E-1,-2.823750114E1,-6.243750095E0,-3.890625000E1
4.110767190E-1,-2.861250114E1,-6.300000191E0,-3.847500229E1
4.210767190E-1,-2.876250076E1,-6.037500381E0,-3.832500076E1
4.310767190E-1,-2.910000038E1,-6.131250381E0,-3.770625305E1
4.410767190E-1,-2.932500076E1,-6.131250381E0,-3.742500305E1
4.510767190E-1,-2.956875038E1,-5.943750381E0,-3.738750076E1
4.610767190E-1,-2.979375076E1,-5.943750381E0,-3.720000076E1
4.710767190E-1,-3.022500038E1,-5.606250286E0,-3.705000305E1
4.810767190E-1,-3.043125153E1,-5.812500000E0,-3.676875305E1
4.910767190E-1,-3.078750038E1,-5.812500000E0,-3.650625229E1
5.010767190E-1,-3.106875038E1,-5.887500286E0,-3.609375000E1
5.110767190E-1,-3.138750076E1,-5.850000381E0,-3.592500305E1
5.210767190E-1,-3.159375191E1,-5.737500191E0,-3.551250076E1
5.310767190E-1,-3.210000229E1,-5.925000191E0,-3.523125076E1
5.410767190E-1,-3.243750000E1,-6.018750191E0,-3.491250229E1
5.510767190E-1,-3.262500000E1,-6.450000286E0,-3.453750229E1
5.610767190E-1,-3.298125076E1,-6.543750286E0,-3.420000076E1
5.710767190E-1,-3.324375153E1,-6.581250191E0,-3.378750229E1
5.810767190E-1,-3.403125000E1,-7.031250477E0,-3.333750153E1
5.910767190E-1,-3.446250153E1,-7.368750095E0,-3.298125076E1
6.010767190E-1,-3.496875000E1,-7.631250381E0,-3.255000305E1
6.110767190E-1,-3.545625305E1,-7.837500095E0,-3.165000153E1
6.210767190E-1,-3.601875305E1,-7.762500286E0,-3.123750114E1
6.310767190E-1,-3.663750076E1,-7.837500095E0,-3.067500114E1
6.410767190E-1,-3.733125305E1,-7.800000191E0,-2.990625191E1
6.510767190E-1,-3.795000076E1,-7.875000477E0,-2.940000153E1
6.610767190E-1,-3.826875305E1,-7.612500191E0,-2.891250038E1
6.710767190E-1,-3.879375076E1,-7.518750191E0,-2.836875153E1
6.810767190E-1,-3.928125000E1,-7.556250095E0,-2.782500076E1
6.910767190E-1,-3.941250229E1,-7.556250095E0,-2.748750114E1
7.010767190E-1,-3.980625153E1,-7.856250286E0,-2.685000038E1
7.110767190E-1,-4.001250076E1,-8.081250191E0,-2.623125076E1
7.210767190E-1,-4.027500153E1,-8.343750000E0,-2.561250114E1
7.310767190E-1,-4.061250305E1,-8.493750572E0,-2.495625114E1
7.410767190E-1,-4.104375076E1,-8.437500000E0,-2.400000000E1
7.510767190E-1,-4.138125229E1,-8.381250381E0,-2.274375153E1
7.610767190E-1,-4.181250000E1,-8.287500381E0,-2.188125038E1
7.710767190E-1,-4.260000229E1,-8.287500381E0,-2.079375076E1
7.810767190E-1,-4.305000305E1,-8.156250000E0,-1.953750038E1
7.910767190E-1,-4.368750000E1,-7.668750286E0,-1.833750153E1
8.010767190E-1,-4.438125229E1,-7.312500477E0,-1.723125076E1
8.110767190E-1,-4.488750076E1,-6.825000286E0,-1.608750153E1
8.210767190E-1,-4.524375153E1,-6.693750381E0,-1.509375095E1
8.310767190E-1,-4.571250153E1,-6.187500477E0,-1.434375095E1
8.410767190E-1,-4.623750305E1,-5.700000286E0,-1.340625095E1
8.510767190E-1,-4.663125229E1,-5.118750095E0,-1.263750076E1
8.610767190E-1,-4.687500000E1,-4.762500286E0,-1.192500019E1
8.710767190E-1,-4.725000000E1,-4.668750286E0,-1.140000057E1
8.810767190E-1,-4.745625305E1,-4.256250381E0,-1.087500000E1
8.910767190E-1,-4.770000076E1,-4.237500191E0,-1.042500019E1
9.010767190E-1,-4.798125076E1,-3.843750238E0,-1.005000019E1
9.110767190E-1,-4.811250305E1,-3.656250238E0,-9.843750000E0
9.210767190E-1,-4.803750229E1,-3.675000191E0,-9.675000191E0
9.310767190E-1,-4.800000000E1,-3.468750238E0,-9.600000381E0
9.410767190E-1,-4.813125229E1,-2.981250048E0,-9.525000572E0
9.510767190E-1,-4.816875076E1,-2.362500191E0,-9.506250381E0
9.610767190E-1,-4.824375153E1,-2.100000143E0,-9.393750191E0
9.710767190E-1,-4.828125381E1,-1.406250000E0,-9.225000381E0
9.810767190E-1,-4.820625305E1,-8.625000119E-1,-9.000000000E0
9.910767190E-1,-4.839375305E1,-6.000000238E-1,-8.568750381E0
1.001076719E0,-4.845000076E1,3.562500179E-1,-7.931250095E0
1.011076719E0,-4.843125153E1,1.068750024E0,-7.293750286E0
1.021076719E0,-4.878750229E1,1.500000000E0,-6.618750095E0
1.031076719E0,-4.882500076E1,2.006250143E0,-5.887500286E0
1.041076719E0,-4.882500076E1,2.793750048E0,-5.400000095E0
