"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.454134000E-3,1.641699076E-1,-8.154281378E-1,1.707367003E-1
6.303405000E-3,1.757763475E-1,-9.626465440E-1,1.634063274E-1
1.115278000E-2,2.008218020E-1,-1.131245255E0,1.261435747E-1
1.600205100E-2,2.026543915E-1,-1.201494694E0,1.261435747E-1
2.085132200E-2,1.922696829E-1,-1.225929260E0,1.310304999E-1
2.570059300E-2,1.721111536E-1,-1.204548955E0,1.298087686E-1
3.054986300E-2,1.653916389E-1,-1.120860457E0,1.041524485E-1
3.539913400E-2,1.751654744E-1,-9.974658489E-1,5.406153202E-2
4.024840500E-2,1.873827726E-1,-8.807906508E-1,6.414080039E-3
4.509767600E-2,2.002109289E-1,-7.299070358E-1,-4.123337194E-2
4.994694700E-2,2.105956376E-1,-5.435932875E-1,-9.865466505E-2
5.479621800E-2,2.179260105E-1,-3.639990389E-1,-1.701258421E-1
5.964548800E-2,2.167042792E-1,-2.118937224E-1,-2.513708472E-1
6.449475900E-2,1.996000707E-1,-9.644027799E-2,-3.301724195E-1
6.934403000E-2,1.678351015E-1,-2.313650399E-2,-3.882045746E-1
7.419330100E-2,1.232419685E-1,8.017600514E-3,-4.138608873E-1
7.904257200E-2,7.131846249E-2,7.406735327E-3,-4.053087831E-1
8.389184300E-2,1.572976820E-2,-3.107774630E-2,-3.698786199E-1
8.874106100E-2,-4.046979174E-2,-1.086575761E-1,-3.197877109E-1
9.359033200E-2,-9.483675659E-2,-2.344957143E-1,-2.648098767E-1
9.843960300E-2,-1.339320987E-1,-4.079813063E-1,-2.104429156E-1
1.032888740E-1,-1.644753367E-1,-5.741365552E-1,-1.689041108E-1
1.081381450E-1,-1.919642538E-1,-7.341831326E-1,-1.469129771E-1
1.129874160E-1,-2.176205814E-1,-9.003383517E-1,-1.371391416E-1
1.178366860E-1,-2.341139317E-1,-1.059774041E0,-1.304196268E-1
1.226859570E-1,-2.414443046E-1,-1.181946993E0,-1.224783882E-1
1.275352280E-1,-2.396117151E-1,-1.256472468E0,-1.182023361E-1
1.323844990E-1,-2.322813272E-1,-1.302287340E0,-1.206457913E-1
1.372337700E-1,-2.139553875E-1,-1.327943683E0,-1.291978955E-1
1.420830410E-1,-1.852447391E-1,-1.327943683E0,-1.426369250E-1
1.469323110E-1,-1.485928595E-1,-1.291902661E0,-1.579085439E-1
1.517815820E-1,-1.076649204E-1,-1.208824992E0,-1.713475734E-1
1.566308530E-1,-6.612611562E-2,-1.097647667E0,-1.798996776E-1
1.614800720E-1,-2.092211880E-2,-9.834159613E-1,-1.768453568E-1
1.663293430E-1,2.550360374E-2,-8.704059720E-1,-1.597411335E-1
1.711786130E-1,6.826414168E-2,-7.702241540E-1,-1.334739476E-1
1.760278840E-1,1.055268943E-1,-7.109702229E-1,-1.047633067E-1
1.808771550E-1,1.330158114E-1,-7.176897526E-1,-7.910698652E-2
1.857264260E-1,1.568395346E-1,-7.653372288E-1,-6.322450191E-2
1.905756970E-1,1.727220118E-1,-7.958804369E-1,-5.467239767E-2
