"event","experiment time","system time","system time text"
"START",0.000000000E0,1685966230.477,"2023-06-05 13:57:10.477 UTC+02:00"
"PAUSE",8.909235236E1,1685966319.570,"2023-06-05 13:58:39.570 UTC+02:00"
