"event","experiment time","system time","system time text"
"START",0.000000000E0,1686222796.021,"2023-06-08 13:13:16.021 UTC+02:00"
"PAUSE",3.632219559E1,1686222832.343,"2023-06-08 13:13:52.343 UTC+02:00"
