"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.685517787180845E9,"2023-05-31 09:23:07.181 UTC+02:00"
"PAUSE",1.791685079583258E2,1.685517966349884E9,"2023-05-31 09:26:06.350 UTC+02:00"
