"event","experiment time","system time","system time text"
"START",0.000000000E0,1686653900.160,"2023-06-13 12:58:20.160 UTC+02:00"
"PAUSE",4.904961581E1,1686653949.209,"2023-06-13 12:59:09.209 UTC+02:00"
