"event","experiment time","system time","system time text"
"START",0.000000000E0,1686771657.064,"2023-06-14 21:40:57.064 UTC+02:00"
"PAUSE",3.755428827E1,1686771694.618,"2023-06-14 21:41:34.618 UTC+02:00"
